Trt;Cq;delta_cq;DNA_copy;DNA_log10;rep_bio;ID;conservation_t;qPCR_mix;Date_stdcurve;Site
SI;33.1;;78421.25374;4.8944337811931;2;SI8;90;GMM;19/10/2020;
ET;32.81;;89144.79063;4.95009596930893;2;ET8;90;GMM;19/10/2020;
ET;32.88;;86429.15534;4.93666026872182;2;ET8;90;GMM;19/10/2020;
SI;34.27;;46759.04612;4.66986564301491;1;SI7;90;GMM;19/10/2020;
SI;35.08;;32688.5302;4.51439539349624;3;SI9;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO7;7;GMM;25/11/2020;
ET;33.87;;55800.88345;4.74664107482329;1;ET7;90;GMM;19/10/2020;
QNC2;No Cq;;0;0;;neg2_q;7;GMM;19/10/2020;
FE;32.46;;104057.7598;5.01727447198313;2;TEM2;0;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI7;7;GMM;25/11/2020;
FI;32.59;;98247.71461;4.99232245682039;2;FI8;90;GMM;19/10/2020;
FO;33.59;;63151.53004;4.80038387713805;1;BO7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI7;7;GMM;25/11/2020;
SP;35.18;;31275.30369;4.49520153547979;3;SM9;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM7;7;GMM;25/11/2020;
SNC2;No Cq;;0;0;NA;neg2_FI7;7;GMM;25/11/2020;
ENC2;No Cq;;0;0;NA;neg2_E2;7;GMM;19/10/2020;
FE;33.23;;74042.61795;4.86948176584989;3;TEM3;0;GMM;19/10/2020;
FO;33.31;;71470.47681;4.85412667947435;3;BO9;90;GMM;19/10/2020;
SP;35.05;;33124.82182;4.52015355086037;1;SM7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET7;7;GMM;25/11/2020;
SP;34.74;;37988.70688;4.5796545106003;2;SM8;90;GMM;19/10/2020;
FI;33.88;;55554.81287;4.74472168906159;2;FI8;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SI7;7;GMM;25/11/2020;
ET;34.27;;46759.04612;4.66986564301491;3;ET9;90;GMM;19/10/2020;
FI;34.39;;44343.81089;4.64683301348255;1;FI7;90;GMM;19/10/2020;
FNC2;No Cq;;0;0;NA;neg2_F2;7;GMM;19/10/2020;
FE;33.49;;66005.13674;4.8195777351029;3;TEM3;0;GMM;19/10/2020;
FI;33.68;;60688.91944;4.7831094049905;3;FI9;90;GMM;19/10/2020;
FO;35;;33864.95321;4.52975047989357;1;BO7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO7;7;GMM;25/11/2020;
FI;33.49;;66005.13674;4.8195777351029;1;FI7;90;GMM;19/10/2020;
ET;33.51;;65424.28175;4.81573896350567;2;ET8;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO7;7;GMM;25/11/2020;
FNC2;No Cq;;0;0;NA;neg2_F2;7;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM7;7;GMM;25/11/2020;
FE;33.01;;81603.39988;4.91170825334165;1;TEM1;0;GMM;19/10/2020;
FE;33.04;;80528.59019;4.90595009598721;3;TEM3;0;GMM;19/10/2020;
ET;33.52;;65135.77393;4.81381957771028;1;ET7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET7;7;GMM;25/11/2020;
SI;32.86;;87196.49744;4.94049904028771;3;SI9;90;GMM;19/10/2020;
SP;33.79;;57809.09376;4.76199616124302;2;SM8;90;GMM;19/10/2020;
FO;33.61;;62595.78722;4.79654510559585;2;BO8;90;GMM;19/10/2020;
ET;32.62;;96953.68033;4.98656429940414;3;ET9;90;GMM;19/10/2020;
FI;33.1;;78421.25374;4.8944337811931;2;FI8;90;GMM;19/10/2020;
FO;33.85;;56296.29923;4.75047984641767;2;BO8;90;GMM;19/10/2020;
FE;32.66;;95254.77516;4.97888675624956;1;TEM1;0;GMM;19/10/2020;
SI;32.98;;82692.55499;4.91746641073382;2;SI8;90;GMM;19/10/2020;
FO;32.62;;96953.68033;4.98656429940414;3;BO9;90;GMM;19/10/2020;
SP;33.7;;60154.84795;4.77927063338977;2;SM8;90;GMM;19/10/2020;
FO;33.67;;60957.73068;4.78502879082009;1;BO7;90;GMM;19/10/2020;
SP;34.18;;48656.41591;4.68714011512014;3;SM9;90;GMM;19/10/2020;
SI;33.41;;68380.58651;4.83493282148199;1;SI7;90;GMM;19/10/2020;
ET;32.71;;93172.94595;4.96928982726528;1;ET7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET7;7;GMM;25/11/2020;
FE;32.02;;126394.2878;5.10172744710304;1;TEM1;0;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM30;30;GMM;25/11/2020;
FO;37.72;;10178.35381;4.00767754332053;3;BO6;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO30;30;GMM;25/11/2020;
FI;33.98;;53153.00607;4.72552783109254;3;FI6;30;GMM;19/10/2020;
SI;36.97;;14178.53886;4.15163147783329;3;SI6;30;GMM;19/10/2020;
FO;38.12;;8529.078495;3.93090211133688;2;BO5;30;GMM;19/10/2020;
SP;39.63;;4375.97524;3.64107485602149;1;SM4;30;GMM;19/10/2020;
SI;36.98;;14116.01438;4.14971209210444;3;SI6;30;GMM;19/10/2020;
SP;39.68;;4280.336643;3.63147792706173;2;SM5;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI30;30;GMM;25/11/2020;
SNC2;No Cq;;0;0;NA;neg2_SI30;30;GMM;25/11/2020;
SP;38.98;;5832.233899;3.76583493283531;3;SM6;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET30;30;GMM;25/11/2020;
SP;38.52;;7147.047681;3.85412667947435;2;SM5;30;GMM;19/10/2020;
SI;37.23;;12639.42878;4.10172744710304;3;SI6;30;GMM;19/10/2020;
SI;37.03;;13807.50354;4.14011516324116;1;SI4;30;GMM;19/10/2020;
ET;35.92;;22551.06136;4.35316698665496;3;ET6;30;GMM;19/10/2020;
FI;34.5;;42239.59735;4.62571976962266;2;FI5;30;GMM;19/10/2020;
ENC2;No Cq;;0;0;NA;neg2_E3;30;GMM;19/10/2020;
ET;36;;21767.66776;4.33781190018387;1;ET4;30;GMM;19/10/2020;
FNC2;No Cq;;0;0;NA;neg2_F3;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI30;30;GMM;25/11/2020;
FI;33.92;;54581.334;4.73704414587692;2;FI5;30;GMM;19/10/2020;
FNC2;No Cq;;0;0;NA;neg2_F3;30;GMM;19/10/2020;
FO;37.69;;10314.20361;4.01343570044927;2;BO5;30;GMM;19/10/2020;
ET;35.37;;28756.31322;4.45873320539494;1;ET4;30;GMM;19/10/2020;
ET;36.61;;16623.76407;4.22072936660481;2;ET5;30;GMM;19/10/2020;
FI;36.82;;15150.33601;4.18042226489579;1;FI4;30;GMM;19/10/2020;
FO;37.97;;9113.66159;3.95969289825079;3;BO6;30;GMM;19/10/2020;
ET;36.48;;17606.83855;4.24568138188726;3;ET6;30;GMM;19/10/2020;
ENC2;No Cq;;0;0;NA;neg2_E3;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SI30;30;GMM;25/11/2020;
SNC2;No Cq;;0;0;NA;neg2_BO30;30;GMM;25/11/2020;
FI;33.89;;55309.82741;4.74280230328924;3;FI6;30;GMM;19/10/2020;
SI;36.34;;18730.64717;4.27255278311492;2;SI5;30;GMM;19/10/2020;
FO;38.07;;8719.649744;3.94049904028771;1;BO4;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET30;30;GMM;25/11/2020;
ET;35.93;;22451.61575;4.35124760084308;2;ET5;30;GMM;19/10/2020;
SP;38.64;;6777.882721;3.83109404988596;2;SM5;30;GMM;19/10/2020;
FO;37.39;;11776.52815;4.07101727453139;1;BO4;30;GMM;19/10/2020;
FI;32.43;;105446.6118;5.02303262959277;3;FI6;30;GMM;19/10/2020;
ET;34.99;;34014.95225;4.53166986563685;1;ET4;30;GMM;19/10/2020;
SP;38.36;;7670.732752;3.88483685220845;1;SM4;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM30;30;GMM;25/11/2020;
SI;36.9;;14624.03368;4.16506717859636;1;SI4;30;GMM;19/10/2020;
FO;37.2;;12808.12639;4.10748560453029;3;BO6;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO30;30;GMM;25/11/2020;
FI;35.86;;23157.05362;4.36468330125675;1;FI4;30;GMM;19/10/2020;
SP;38.08;;8681.197857;3.93857965453048;1;SM4;30;GMM;19/10/2020;
SP;37.4;;11724.59605;4.06909788880477;3;SM6;30;GMM;19/10/2020;
FNC2;No Cq;;0;0;NA;neg2_F3;30;GMM;19/10/2020;
FI;35.62;;25748.29999;4.41074856039334;1;FI4;30;GMM;19/10/2020;
QNC2;No Cq;;0;0;;neg2_q;30;GMM;19/10/2020;
FI;33.85;;56296.29923;4.75047984641767;2;FI5;30;GMM;19/10/2020;
SP;37.76;;10000;4;3;SM6;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM30;30;GMM;25/11/2020;
SI;35.52;;26911.77966;4.42994241834947;1;SI4;30;GMM;19/10/2020;
FO;37.13;;13210.56235;4.12092130514698;1;BO4;30;GMM;19/10/2020;
ET;35.73;;24526.48527;4.38963531676691;3;ET6;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET30;30;GMM;25/11/2020;
SNC2;No Cq;;0;0;NA;neg2_SI30;30;GMM;25/11/2020;
ENC2;No Cq;;0;0;NA;neg2_E3;30;GMM;19/10/2020;
SI;36.34;;18730.64717;4.27255278311492;2;SI5;30;GMM;19/10/2020;
FO;36.79;;15352.54653;4.18618042230183;2;BO5;30;GMM;19/10/2020;
ET;34.63;;39881.15747;4.60076775434221;2;ET5;30;GMM;19/10/2020;
SI;36.39;;18321.28178;4.26295585418488;2;SI5;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI30;30;GMM;25/11/2020;
FO;28.79;;524529.2046;5.71976967373745;3;BO9;90;GMM;19/10/2020;
SP;30.66;;229532.6812;5.36084452976149;1;SM7;90;GMM;19/10/2020;
SI;29.16;;445402.2425;5.64875239927845;2;SI8;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SI90;90;GMM;25/11/2020;
FO;29.1;;457371.0944;5.66026871396715;2;BO8;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM90;90;GMM;25/11/2020;
ET;27.75;;830588.2759;5.91938579656934;3;ET9;90;GMM;19/10/2020;
ENC2;No Cq;;0;0;NA;neg2_E4;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SI90;90;GMM;25/11/2020;
FI;29.66;;357094.4574;5.55278310939391;3;FI9;90;GMM;19/10/2020;
SI;30.4;;257482.9999;5.41074856039334;3;SI9;90;GMM;19/10/2020;
FI;28.96;;486564.1591;5.68714011512014;1;FI7;90;GMM;19/10/2020;
FNC2;No Cq;;0;0;NA;neg2_F4;90;GMM;19/10/2020;
SP;31.56;;154205.4802;5.18809980807504;3;SM9;90;GMM;19/10/2020;
FI;29.65;;358676.1465;5.55470249519314;3;FI9;90;GMM;19/10/2020;
SI;28.75;;533884.3826;5.72744721688742;1;SI7;90;GMM;19/10/2020;
ENC2;No Cq;;0;0;NA;neg2_E4;90;GMM;19/10/2020;
SP;31.28;;174518.9576;5.2418426102859;1;SM7;90;GMM;19/10/2020;
SI;29.49;;384957.396;5.58541266793465;2;SI8;90;GMM;19/10/2020;
ET;28.99;;480155.5551;5.68138195774489;2;ET8;90;GMM;19/10/2020;
ET;28.97;;484418.5098;5.6852207293315;2;ET8;90;GMM;19/10/2020;
SI;28.8;;522216.1371;5.71785028791052;1;SI7;90;GMM;19/10/2020;
SI;30.5;;246351.2116;5.39155470255532;3;SI9;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO90;90;GMM;25/11/2020;
ET;28.77;;529186.1209;5.72360844531216;1;ET7;90;GMM;19/10/2020;
QNC2;No Cq;;0;0;;neg2_q;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI90;90;GMM;25/11/2020;
FI;28.57;;578090.9376;5.76199616124302;2;FI8;90;GMM;19/10/2020;
FO;28.63;;562962.9923;5.75047984641767;1;BO7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI90;90;GMM;25/11/2020;
SP;31.62;;150170.1081;5.17658349339263;3;SM9;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM90;90;GMM;25/11/2020;
SNC2;No Cq;;0;0;NA;neg2_FI90;90;GMM;25/11/2020;
ENC2;No Cq;;0;0;NA;neg2_E4;90;GMM;19/10/2020;
FO;28.73;;538624.3568;5.73128598848259;3;BO9;90;GMM;19/10/2020;
SP;30.85;;211045.5502;5.32437619968418;1;SM7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET90;90;GMM;25/11/2020;
SP;31.81;;138075.0354;5.14011516324116;2;SM8;90;GMM;19/10/2020;
FI;29.11;;455354.1806;5.65834932818138;2;FI8;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SI90;90;GMM;25/11/2020;
ET;28.15;;696001.803;5.84261036465645;3;ET9;90;GMM;19/10/2020;
FI;28.6;;570476.8217;5.75623800385979;1;FI7;90;GMM;19/10/2020;
FNC2;No Cq;;0;0;NA;neg2_F4;90;GMM;19/10/2020;
FI;29.34;;411342.3784;5.61420345484633;3;FI9;90;GMM;19/10/2020;
FO;28.14;;699084.6245;5.8445297504651;1;BO7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO90;90;GMM;25/11/2020;
FI;28.92;;495242.2162;5.69481765838938;1;FI7;90;GMM;19/10/2020;
ET;29.37;;405924.5309;5.60844529746803;2;ET8;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO90;90;GMM;25/11/2020;
FNC2;No Cq;;0;0;NA;neg2_F4;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM90;90;GMM;25/11/2020;
ET;28.54;;585806.6786;5.76775431863031;1;ET7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET90;90;GMM;25/11/2020;
SI;30.69;;226509.4744;5.35508637232494;3;SI9;90;GMM;19/10/2020;
SP;30.97;;200144.4585;5.30134357007846;2;SM8;90;GMM;19/10/2020;
FO;28.92;;495242.2162;5.69481765838938;2;BO8;90;GMM;19/10/2020;
ET;28.13;;702181.1008;5.84644913625333;3;ET9;90;GMM;19/10/2020;
FI;28.17;;689876.884;5.83877159309932;2;FI8;90;GMM;19/10/2020;
FO;28.96;;486564.1591;5.68714011512014;2;BO8;90;GMM;19/10/2020;
SI;29;;478038.1665;5.67946257200675;2;SI8;90;GMM;19/10/2020;
FO;28.83;;515337.9559;5.71209213048915;3;BO9;90;GMM;19/10/2020;
SP;30.63;;232596.2385;5.36660268712544;2;SM8;90;GMM;19/10/2020;
FO;27.87;;787686.0733;5.89635316698458;1;BO7;90;GMM;19/10/2020;
SP;30.69;;226509.4744;5.35508637232494;3;SM9;90;GMM;19/10/2020;
SI;28.35;;637122.0691;5.80422264875235;1;SI7;90;GMM;19/10/2020;
ET;28.22;;674799.3632;5.82917466407883;1;ET7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET90;90;GMM;25/11/2020;
FO;29.19;;10798;4.03334332313522;3;BO3;7;GMM;25/11/2020;
SP;30.53;;4583;3.66114985724479;1;SM1;7;GMM;25/11/2020;
SI;29.36;;9685;3.98609962505513;2;SI2;7;GMM;25/11/2020;
QNC2;No Cq;;0;0;NA;neg2_q;0;GMM;25/11/2020;
FO;30.58;;4438;3.64718729789599;2;BO2;7;GMM;25/11/2020;
FE;29.61;;8254;3.9166644645414;1;TEM1;0;GMM;25/11/2020;
FO;30.05;;6229;3.79441833087414;3;BO9;90;GMM;25/11/2020;
FE;28.65;;15252;4.18332679660163;2;TEM2;0;GMM;25/11/2020;
ET;29.12;;11292;4.05277086947488;2;ET5;30;GMM;25/11/2020;
SI;32.09;;1690;3.22788670461367;3;SI9;90;GMM;25/11/2020;
FI;29.93;;6726;3.82775686297862;1;FI7;90;GMM;25/11/2020;
FO;29.56;;8522;3.93054152986443;3;BO3;7;GMM;25/11/2020;
FI;29.66;;7994;3.90276414392409;3;FI3;7;GMM;25/11/2020;
SI;29.89;;6901;3.838912027406;3;SI3;7;GMM;25/11/2020;
FI;29.11;;11365;4.05556944006099;1;FI1;7;GMM;25/11/2020;
FI;29.57;;8468;3.92778084934737;3;FI3;7;GMM;25/11/2020;
SP;31.41;;2610;3.41664050733828;3;SM3;7;GMM;25/11/2020;
FO;31.14;;3102;3.49164179347759;1;BO4;30;GMM;25/11/2020;
SI;30.5;;4671;3.66940986728778;2;SI8;90;GMM;25/11/2020;
FE;29.41;;9380;3.97220283837906;1;TEM1;0;GMM;25/11/2020;
FE;29.22;;10593;4.02501897228276;3;TEM3;0;GMM;25/11/2020;
SP;31.96;;1836;3.26387267686522;2;SM5;30;GMM;25/11/2020;
FO;30.56;;4495;3.65272969606925;2;BO8;90;GMM;25/11/2020;
SP;30.81;;3831;3.58331215198308;1;SM1;7;GMM;25/11/2020;
SI;29.29;;10129;4.00556657113329;2;SI2;7;GMM;25/11/2020;
ET;29.25;;10391;4.0166573448222;2;ET2;7;GMM;25/11/2020;
ET;28.99;;12271;4.08887995610805;2;ET2;7;GMM;25/11/2020;
SI;30.11;;5995;3.77778918743487;1;SI1;7;GMM;25/11/2020;
SI;30.24;;5517;3.74170298395774;3;SI3;7;GMM;25/11/2020;
SP;32.17;;1605;3.20547503674089;1;SM4;30;GMM;25/11/2020;
SI;31.6;;2311;3.36379994547911;3;SI9;90;GMM;25/11/2020;
SP;31.46;;2528;3.40277706961035;2;SM5;30;GMM;25/11/2020;
SI;30.37;;5076;3.70552161342267;2;SI8;90;GMM;25/11/2020;
FO;29.67;;7943;3.89998456254939;1;BO7;90;GMM;25/11/2020;
ET;29.68;;7893;3.89724210280537;2;ET5;30;GMM;25/11/2020;
FI;29.84;;7125;3.85278486868055;1;FI1;7;GMM;25/11/2020;
FI;29.64;;8097;3.90832413927618;2;FI2;7;GMM;25/11/2020;
FO;29.97;;6556;3.81663894489846;1;BO1;7;GMM;25/11/2020;
ET;29.51;;8799;3.94443331770021;3;ET3;7;GMM;25/11/2020;
SP;30.94;;3526;3.5472823079633;3;SM3;7;GMM;25/11/2020;
ET;29.56;;8522;3.93054152986443;3;ET3;7;GMM;25/11/2020;
ET;29.27;;10259;4.01110502981598;1;ET4;30;GMM;25/11/2020;
FE;28.95;;12589;4.09999123354468;2;TEM2;0;GMM;25/11/2020;
SI;29.71;;7743;3.88890925926353;1;SI4;30;GMM;25/11/2020;
FO;30.71;;4084;3.61108573341487;1;BO4;30;GMM;25/11/2020;
FE;29.68;;7893;3.89724210280537;1;TEM1;0;GMM;25/11/2020;
FI;30.98;;3436;3.5360531551592;3;FI9;90;GMM;25/11/2020;
FO;29.3;;10064;4.00277062810119;3;BO3;7;GMM;25/11/2020;
SP;30.37;;5076;3.70552161342267;1;SM1;7;GMM;25/11/2020;
FI;29.25;;10391;4.0166573448222;2;FI2;7;GMM;25/11/2020;
SP;30.6;;4382;3.64167237322469;2;SM2;7;GMM;25/11/2020;
FI;29.44;;9202;3.96388222892878;2;FI2;7;GMM;25/11/2020;
SI;30.05;;6229;3.79441833087414;1;SI1;7;GMM;25/11/2020;
FI;27.49;;32030;4.50555693866382;3;FI6;30;GMM;25/11/2020;
SP;31.9;;1908;3.28057837036808;1;SM4;30;GMM;25/11/2020;
SP;32.77;;1094;3.03901732199741;3;SM9;90;GMM;25/11/2020;
ET;29.24;;10458;4.01944863749364;1;ET4;30;GMM;25/11/2020;
FO;29.73;;7644;3.88332067838298;1;BO7;90;GMM;25/11/2020;
SI;30.88;;3663;3.56383691866455;2;SI8;90;GMM;25/11/2020;
FI;29.7;;7792;3.89164894387056;3;FI3;7;GMM;25/11/2020;
FO;30.54;;4553;3.65829765030819;1;BO1;7;GMM;25/11/2020;
ET;29.07;;11659;4.06666130230068;1;ET1;7;GMM;25/11/2020;
FI;29.43;;9261;3.96665788420176;1;FI1;7;GMM;25/11/2020;
ET;29.41;;9380;3.97220283837906;2;ET2;7;GMM;25/11/2020;
ET;29.29;;10129;4.00556657113329;1;ET1;7;GMM;25/11/2020;
SI;29.49;;8913;3.95002390652333;1;SI4;30;GMM;25/11/2020;
FI;30.09;;6072;3.78333176288742;3;FI9;90;GMM;25/11/2020;
ET;29.29;;10129;4.00556657113329;2;ET8;90;GMM;25/11/2020;
SP;32.26;;1515;3.18041263283832;2;SM8;90;GMM;25/11/2020;
SI;29.58;;8414;3.92500250768098;1;SI4;30;GMM;25/11/2020;
FO;31.03;;3328;3.52218331761869;1;BO4;30;GMM;25/11/2020;
ET;29.81;;7263;3.8611160441614;1;ET1;7;GMM;25/11/2020;
ET;29.69;;7842;3.89442683796419;3;ET3;7;GMM;25/11/2020;
SI;30.03;;6310;3.80002935924413;3;SI3;7;GMM;25/11/2020;
